,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Country
773,Uolo,edtech,seed,2000000,Bengaluru,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,2020,India
774,Kirana King,retail,pre-series a,900000,Jaipur,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",2020,India
775,Jade Forest,beverages,seed,250000,Delhi,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.",2020,India
776,iKure,healthtech,seed,1600000,Kolkata,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,2020,India
777,FrontRow,edtech,seed,3200000,Bengaluru,"Comprehensive courses, taught by idols.",2020,India
778,Reliance Retail,e-commerce,seed,10000000,Mumbai,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,2020,India
779,TUBBR,social media,seed,1600000,Frisco,World's First Personal Social Network,2020,United States
780,Ather Energy,automobiles,series d,35000000,Bengaluru,Ather Energy is a manufacturer of electric scooters.,2020,India
781,Routematic,saas startup,seed,2000000,Bengaluru,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,2020,India
782,LivFin,fintech,seed,4700000,Delhi,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),2020,India
783,Universal Sportsbiz Pvt Ltd,fashion startup,seed,1600000,Bengaluru,A fashion startup based in Bengaluru.,2020,India
784,Lattu Kids,edtech,seed,1600000,Mumbai,Lattu kids is an edutainment platform for preschool kids.,2020,India
785,Eggoz,food & bevarages,pre-series a,1500000,Indore,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.",2020,India
786,Steradian Semiconductors,deeptech,seed,1600000,Bengaluru,Semiconductor company focused on CMOS millimeter wave products for Radar.,2020,India
787,CHARGE+ZONE,ev startup,pre-series a,3000000,Gujarat,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.",2020,India
788,Stones2milestones,edtech,bridge,2000000,Gurugram,Stones2milestones is India (Delhi) Based EdTech Company,2020,India
789,Udacity,edtech,debt,75000000,California,"Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.",2020,United States
790,AjnaLens,ar/vr startup,bridge,1000000,Thane,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.",2020,India
791,Gully Network,e-commerce,pre-series a,1200000,Bengaluru,Gully Network is a tech-enabled network of mid-sized grocery stores.,2020,India
792,TurboHire,recruitment startup,seed,1000000,Hyderabad,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,2020,India
793,Traya,healthtech,seed,1600000,Mumbai,work with our customers closely to get their hair health sorted for long-term effective results,2020,India
794,Charcoal Eats,qsr startup,seed,2000000,Mumbai,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.",2020,India
795,Mitron TV,video platform,seed,1600000,Bengaluru,Mitron is a free short videoplatform for next generation,2020,India
796,Svami,food & bevarages,seed,800000,Mumbai,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,2020,India
797,Dhurnia,edtech,seed,100000,Dhingsara,Developer of an online learning platform intended for various competitive exam preparations.,2020,
798,Expertrons,edtech,seed,1600000,Mumbai,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,2020,India
799,Leena AI,ai startup,seed,8000000,New york,Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,2020,United States
800,Bizlog,logistics,seed,1000000,Bengaluru,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,2020,India
801,Tamasha.live,gaming,seed,300000,Mumbai,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.",2020,India
802,Fedo,ai startup,seed,1000000,Bengaluru,Artificial Intelligence based Credit Score for Health,2020,India
803,FabHotels,hospitality,seed,1000000,Gurugram,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,2020,India
804,Freshokartz,agritech,pre-series a,1000000,Jaipur,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides",2020,India
805,FlexiLoans,fintech,debt,6000000,Mumbai,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",2020,India
806,Agrix,agritech,seed,1600000,Patna,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.",2020,India
807,BharatAgri,agritech,pre-series a,1600000,Pune,A Smart Farming Technology Platform for Indian Farmers,2020,India
808,FreshtoHome,e-commerce,series c,121000000,Bengaluru,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,India
809,Credable,fintech,seed,4500000,Mumbai,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,2020,India
810,Railofy,transportation,seed,5000000,Mumbai,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,2020,India
811,Finova Capital,fintech,seed,55000000,Jaipur,Finova Capital is a non-banking financial company.,2020,India
812,Teachmint,edtech,seed,3500000,Bengaluru,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,2020,India
813,Peel-Works,e-commerce,seed,3000000,Mumbai,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,2020,India
814,Janani,fertility tech,pre-seed,200000,Bengaluru,Janani aims to make the process of infertility treatment and assisted fertilisation easier,2020,India
815,Credgenics,fintech,seed,3300000,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020,India
816,Finelistings,luxury car startup,seed,1600000,Delhi,A Used Luxury Car Marketplace,2020,India
817,Wellversed,healthcare,pre-series a,1600000,Delhi,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,2020,India
818,Nykaa,cosmetics,seed,1600000,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,2020,India
819,Jumbotail,e-commerce,series b2,11000000,Bengaluru,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",2020,India
820,Winzo,gaming startup,seed,2000000,Delhi,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,2020,India
821,mCaffeine,cosmetics,series b,5000000,Mumbai,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",2020,India
822,Pocket FM,fm,series a,5000000,Bengaluru,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,2020,India
823,Snackible,healthcare,bridge,1600000,Mumbai,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,2020,India
824,FreshtoHome,e-commerce,seed,16000000,Bengaluru,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,India
825,Jumbotail,retail,series b2,11000000,Bengaluru,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,2020,India
826,Nykaa,e-commerce,seed,1600000,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,2020,India
827,TagZ Foods,food,seed,1600000,Bengaluru,TagZ Foods is a supplier of snacks and food products.,2020,India
828,Genius Teacher,edtech,seed,2000000,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",2020,India
829,Krimanshi Feeds,nutrition sector,seed,500000,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,2020,India
830,Origo,agritech,debt,4000000,Gurugram,Provider of marketing and warehousing services for agricultural commodities.,2020,India
831,GetVantage,fintech,seed,5000000,Mumbai,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,2020,India
832,Betterplace,tech platform,series b,10000000,Bengaluru,Developer of a digital verification platform designed to manage the semi-formal workforce.,2020,India
833,Biddano,healthcare,pre-series a,600000,Mumbai,India's 1st tech-enabled healthcare logistics platform.,2020,India
834,InVideo,video,series a,15000000,Mumbai,InVideo enables you to transform your content into great videos.,2020,India
835,Arzooo,retail tech,series a,7500000,Bengaluru,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales",2020,India
836,Hubilo,tech company,seed,4500000,San francisco,World’s smartest virtual event platform that brings Experience & Intelligence together,2020,United States
837,BASIC Home Loan,fintech,seed,5000000,Gurugram,"A platform for automating home loans for middle and low-income households in India,",2020,India
838,Ketos,ai startup,seed,18000000,San francisco,KETOS provides hardware and software analytics solutions and real-time data for usage and flow across water systems.,2020,United States
839,SUGAR cosmetics,cosmetics,debt,2000000,Mumbai,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,2020,India
840,Signzy,fintech,seed,5400000,Bengaluru,It is creating 'building blocks for a Digital Trust system.,2020,India
841,Ahaguru,edtech,series a,1600000,Chennai,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.",2020,India
842,Tekion,ai startup,series c,150000000,San ramon,It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,2020,España
843,Brighteye Ventures,edtech,seed,5400000,Paris,Education technology venture capital firm.,2020,France
844,EzeRx,medtech,seed,200000,Kolkata,Developer and manufacturer of medical devices,2020,India
845,VitalTech,heathtech,seed,3000000,Plano,"VitalTech is a develop technologies that empower patients to better care for their safety,",2020,United States
846,Genius Teacher,edtech,seed,2000000,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",2020,India
